"Orgunit ID","Data ID","Orgunit name","Data","Jan 21","Fév 21","Mar 21","Avr 21","Mai 21","Jun 21","Jul 21","Aou 21","Sep 21","Oct 21","Nov 21","Déc 21","Max Z score","Max modified Z score","Gap weight","Outlier weight","Total weight"
"nzv0gQyvNrA","vjcW5oMGXtK","CSI Nditam","RMA2017_4. Nombre de femmes enceintes  recues en CPN 4 et + au cours du mois","5.0","","1.0","2.0","2.0","4.0","1.0","2.0","2.0","2.0","","","2.02","0","6","3","9"
"zNlw7VrVqRW","vjcW5oMGXtK","HD Yoko","RMA2017_4. Nombre de femmes enceintes  recues en CPN 4 et + au cours du mois","","5.0","2.0","3.0","1.0","1.0","1.0","1.0","6.0","","","","1.75","6.07","6","8","14"
"OziphTTnhOB","vjcW5oMGXtK","Infirmerie de la prison - Yoko","RMA2017_4. Nombre de femmes enceintes  recues en CPN 4 et + au cours du mois","","","","22","","","8.0","","25","25","","28","1.72","3.82","175","17","192"
"wvzN1KcMmlY","k2i1yfG5BUB","Centre de Sante Prive Protestant de Yoko","RMA2017_6. Nombre de femmes enceintes ayant recu la 3eme   dose de TPI (TPI complet)","","","","","","","","5.0","1.0","3.0","3.0","1.0","1.43","0.67","21","0","21"
"RSmXTchRJqY","k2i1yfG5BUB","CMA de Ndjole","RMA2017_6. Nombre de femmes enceintes ayant recu la 3eme   dose de TPI (TPI complet)","","","","","","","2.0","","","1.0","3.0","1.0","1.31","2.02","12","0","12"
"nZc3rqI1Nji","k2i1yfG5BUB","CS PRIVE LES PREMICES","RMA2017_6. Nombre de femmes enceintes ayant recu la 3eme   dose de TPI (TPI complet)","","","","","","","","1.0","","","","","0","0","11","0","11"
"shfmo34VyRC","k2i1yfG5BUB","CSI DE MINFOUMBE","RMA2017_6. Nombre de femmes enceintes ayant recu la 3eme   dose de TPI (TPI complet)","","","","","","","12","7.0","18","","","","1.03","0.81","108","0","108"
"D0qDi21TvD6","k2i1yfG5BUB","CSI Doume","RMA2017_6. Nombre de femmes enceintes ayant recu la 3eme   dose de TPI (TPI complet)","2.0","6.0","","","19","6.0","18","","","8.0","15","6.0","1.41","2.7","28","0","28"
"sR6JNlTJ0to","k2i1yfG5BUB","CSI Kong","RMA2017_6. Nombre de femmes enceintes ayant recu la 3eme   dose de TPI (TPI complet)","10","","4.0","3.0","","","","","1.0","","","","1.42","2.92","28","0","28"
"S3j43hvIIYT","k2i1yfG5BUB","CSI Linte","RMA2017_6. Nombre de femmes enceintes ayant recu la 3eme   dose de TPI (TPI complet)","","1.0","","","1.0","1.0","1.0","","","","","","0","0","8","0","8"
"XPlWSsf0gSI","k2i1yfG5BUB","CSI Mangai","RMA2017_6. Nombre de femmes enceintes ayant recu la 3eme   dose de TPI (TPI complet)","2.0","3.0","2.0","","3.0","6.0","3.0","3.0","1.0","2.0","","","2.31","2.02","9","4","13"
"N9jOjZrqhQv","k2i1yfG5BUB","CSI Mankim","RMA2017_6. Nombre de femmes enceintes ayant recu la 3eme   dose de TPI (TPI complet)","6.0","5.0","","6.0","","1.0","2.0","2.0","3.0","1.0","","","1.3","1.57","10","0","10"
"yV5XcYr80br","k2i1yfG5BUB","CSI Mbeng-Mbeng","RMA2017_6. Nombre de femmes enceintes ayant recu la 3eme   dose de TPI (TPI complet)","","","","","","","","","6.0","5.0","","","0.71","0.67","55","0","55"
"nzv0gQyvNrA","k2i1yfG5BUB","CSI Nditam","RMA2017_6. Nombre de femmes enceintes ayant recu la 3eme   dose de TPI (TPI complet)","","4.0","3.0","2.0","6.0","5.0","1.0","4.0","2.0","1.0","","","1.64","2.02","9","0","9"
"zNlw7VrVqRW","k2i1yfG5BUB","HD Yoko","RMA2017_6. Nombre de femmes enceintes ayant recu la 3eme   dose de TPI (TPI complet)","6.0","2.0","4.0","10","5.0","3.0","3.0","2.0","6.0","","","","2.13","2.02","12","6","18"
"OziphTTnhOB","k2i1yfG5BUB","Infirmerie de la prison - Yoko","RMA2017_6. Nombre de femmes enceintes ayant recu la 3eme   dose de TPI (TPI complet)","","","","","","","4.0","","","","","","0","0","44","0","44"
"wvzN1KcMmlY","cgbUxP2tSMx","Centre de Sante Prive Protestant de Yoko","RMA2017_14. Nombre de femmes ayant recu la 2nde dose de Tetanos Diphterie  au cours du mois","","3.0","4.0","3.0","3.0","","","3.0","","","","","1.79","0","21","0","21"
"RSmXTchRJqY","cgbUxP2tSMx","CMA de Ndjole","RMA2017_14. Nombre de femmes ayant recu la 2nde dose de Tetanos Diphterie  au cours du mois","","","","","","","2.0","2.0","1.0","","2.0","1.0","1.1","0","14","0","14"
"lhdY6WyuP7u","cgbUxP2tSMx","CS Family Health Care Clinic","RMA2017_14. Nombre de femmes ayant recu la 2nde dose de Tetanos Diphterie  au cours du mois","","","","","","","","6.0","","","","","0","0","66","0","66"
"nZc3rqI1Nji","cgbUxP2tSMx","CS PRIVE LES PREMICES","RMA2017_14. Nombre de femmes ayant recu la 2nde dose de Tetanos Diphterie  au cours du mois","","","","","","","","1.0","","","","","0","0","11","0","11"
"shfmo34VyRC","cgbUxP2tSMx","CSI DE MINFOUMBE","RMA2017_14. Nombre de femmes ayant recu la 2nde dose de Tetanos Diphterie  au cours du mois","4.0","","","4.0","10","","2.0","13","2.0","","","","1.57","3.04","24","0","24"
"D0qDi21TvD6","cgbUxP2tSMx","CSI Doume","RMA2017_14. Nombre de femmes ayant recu la 2nde dose de Tetanos Diphterie  au cours du mois","6.0","8.0","13","14","15","6.0","2.0","","16","4.0","2.0","9.0","1.43","1.08","8","0","8"
"sR6JNlTJ0to","cgbUxP2tSMx","CSI Kong","RMA2017_14. Nombre de femmes ayant recu la 2nde dose de Tetanos Diphterie  au cours du mois","1.0","1.0","4.0","","","","1.0","","","","1.0","1.0","2.04","0","6","3","9"
"S3j43hvIIYT","cgbUxP2tSMx","CSI Linte","RMA2017_14. Nombre de femmes ayant recu la 2nde dose de Tetanos Diphterie  au cours du mois","4.0","","","3.0","","8.0","8.0","","","","","","1.05","1.01","48","0","48"
"XPlWSsf0gSI","cgbUxP2tSMx","CSI Mangai","RMA2017_14. Nombre de femmes ayant recu la 2nde dose de Tetanos Diphterie  au cours du mois","4.0","","8.0","2.0","6.0","9.0","7.0","3.0","3.0","5.0","4.0","5.0","1.77","1.35","5","0","5"
"N9jOjZrqhQv","cgbUxP2tSMx","CSI Mankim","RMA2017_14. Nombre de femmes ayant recu la 2nde dose de Tetanos Diphterie  au cours du mois","","","","6.0","3.0","3.0","2.0","2.0","","","","","1.7","2.02","21","0","21"
"yV5XcYr80br","cgbUxP2tSMx","CSI Mbeng-Mbeng","RMA2017_14. Nombre de femmes ayant recu la 2nde dose de Tetanos Diphterie  au cours du mois","","","","","","4.0","7.0","","11","8.0","","","1.21","1.18","60","0","60"
"nzv0gQyvNrA","cgbUxP2tSMx","CSI Nditam","RMA2017_14. Nombre de femmes ayant recu la 2nde dose de Tetanos Diphterie  au cours du mois","1.0","","4.0","2.0","3.0","1.0","2.0","7.0","1.0","9.0","","2.0","2.12","4.72","4","6","10"
"zNlw7VrVqRW","cgbUxP2tSMx","HD Yoko","RMA2017_14. Nombre de femmes ayant recu la 2nde dose de Tetanos Diphterie  au cours du mois","3.0","7.0","3.0","3.0","3.0","1.0","6.0","4.0","1.0","","","","1.77","2.7","9","0","9"
"wvzN1KcMmlY","T6iMzeZdF8J","Centre de Sante Prive Protestant de Yoko","RMA2017_15. Nombre total de femmes recues en CPN au cours du mois dont la pression sanguine a ete mesuree","","8.0","9.0","8.0","8.0","","","6.0","6.0","","","3.0","1.9","3.37","40","0","40"
"RSmXTchRJqY","T6iMzeZdF8J","CMA de Ndjole","RMA2017_15. Nombre total de femmes recues en CPN au cours du mois dont la pression sanguine a ete mesuree","5.0","14","9.0","6.0","6.0","10","9.0","3.0","4.0","4.0","9.0","6.0","2.18","2.16","0","8","8"
"uw6cm086opa","T6iMzeZdF8J","CMA Ngambe Tikar","RMA2017_15. Nombre total de femmes recues en CPN au cours du mois dont la pression sanguine a ete mesuree","9.0","","","","25","","12","","","","","","1.14","2.92","108","0","108"
"lhdY6WyuP7u","T6iMzeZdF8J","CS Family Health Care Clinic","RMA2017_15. Nombre total de femmes recues en CPN au cours du mois dont la pression sanguine a ete mesuree","","","","","","","","3.0","","","","","0","0","33","0","33"
"nZc3rqI1Nji","T6iMzeZdF8J","CS PRIVE LES PREMICES","RMA2017_15. Nombre total de femmes recues en CPN au cours du mois dont la pression sanguine a ete mesuree","3.0","","","","","","2.0","3.0","","","","","1.15","0","27","0","27"
"shfmo34VyRC","T6iMzeZdF8J","CSI DE MINFOUMBE","RMA2017_15. Nombre total de femmes recues en CPN au cours du mois dont la pression sanguine a ete mesuree","7.0","","","16","23","","15","2.0","5.0","11","4.0","","1.75","1.72","36","0","36"
"D0qDi21TvD6","T6iMzeZdF8J","CSI Doume","RMA2017_15. Nombre total de femmes recues en CPN au cours du mois dont la pression sanguine a ete mesuree","","22","19","21","19","20","","","20","24","20","","2","2.7","80","4","84"
"sR6JNlTJ0to","T6iMzeZdF8J","CSI Kong","RMA2017_15. Nombre total de femmes recues en CPN au cours du mois dont la pression sanguine a ete mesuree","2.0","10","2.0","10","1.0","3.0","2.0","","","","2.0","2.0","1.75","0","6","0","6"
"S3j43hvIIYT","T6iMzeZdF8J","CSI Linte","RMA2017_15. Nombre total de femmes recues en CPN au cours du mois dont la pression sanguine a ete mesuree","5.0","5.0","","5.0","5.0","8.0","8.0","","","","","","1.29","0","30","0","30"
"N9jOjZrqhQv","T6iMzeZdF8J","CSI Mankim","RMA2017_15. Nombre total de femmes recues en CPN au cours du mois dont la pression sanguine a ete mesuree","","","","9.0","7.0","7.0","8.0","8.0","4.0","3.0","","","1.6","2.7","35","0","35"
"yV5XcYr80br","T6iMzeZdF8J","CSI Mbeng-Mbeng","RMA2017_15. Nombre total de femmes recues en CPN au cours du mois dont la pression sanguine a ete mesuree","","","","","","","","","17","24","","","0.71","0.67","205","0","205"
"nzv0gQyvNrA","T6iMzeZdF8J","CSI Nditam","RMA2017_15. Nombre total de femmes recues en CPN au cours du mois dont la pression sanguine a ete mesuree","23","","15","12","18","18","27","27","24","26","19","20","1.76","1.35","20","0","20"
"zNlw7VrVqRW","T6iMzeZdF8J","HD Yoko","RMA2017_15. Nombre total de femmes recues en CPN au cours du mois dont la pression sanguine a ete mesuree","18","23","16","18","15","18","18","16","16","","","","2.32","1.69","54","6","60"
"OziphTTnhOB","T6iMzeZdF8J","Infirmerie de la prison - Yoko","RMA2017_15. Nombre total de femmes recues en CPN au cours du mois dont la pression sanguine a ete mesuree","","","","45","35","","34","","32","32","","41","1.6","2.83","207","0","207"
"wvzN1KcMmlY","w3N4pmIbo8o","Centre de Sante Prive Protestant de Yoko","RMA2017_16. Nombre total de femmes en CPN ayant effectue un test de syphilis","","5.0","5.0","5.0","5.0","","","5.0","","1.0","1.0","","1.46","0","25","0","25"
"RSmXTchRJqY","w3N4pmIbo8o","CMA de Ndjole","RMA2017_16. Nombre total de femmes en CPN ayant effectue un test de syphilis","","","3.0","5.0","5.0","","1.0","1.0","1.0","","","","1.19","2.02","12","0","12"
"uw6cm086opa","w3N4pmIbo8o","CMA Ngambe Tikar","RMA2017_16. Nombre total de femmes en CPN ayant effectue un test de syphilis","","","","","25","","12","","","","","","0.71","0.67","185","0","185"
"lhdY6WyuP7u","w3N4pmIbo8o","CS Family Health Care Clinic","RMA2017_16. Nombre total de femmes en CPN ayant effectue un test de syphilis","9.0","","6.0","9.0","9.0","4.0","6.0","8.0","","","","","1.66","2.7","40","0","40"
"nZc3rqI1Nji","w3N4pmIbo8o","CS PRIVE LES PREMICES","RMA2017_16. Nombre total de femmes en CPN ayant effectue un test de syphilis","3.0","","","","","","","","","","","","0","0","33","0","33"
"shfmo34VyRC","w3N4pmIbo8o","CSI DE MINFOUMBE","RMA2017_16. Nombre total de femmes en CPN ayant effectue un test de syphilis","7.0","","","12","8.0","","18","2.0","2.0","11","4.0","","1.81","1.77","30","0","30"
"sR6JNlTJ0to","w3N4pmIbo8o","CSI Kong","RMA2017_16. Nombre total de femmes en CPN ayant effectue un test de syphilis","2.0","10","2.0","8.0","","2.0","1.0","","","","1.0","1.0","1.87","5.4","8","15","23"
"XPlWSsf0gSI","w3N4pmIbo8o","CSI Mangai","RMA2017_16. Nombre total de femmes en CPN ayant effectue un test de syphilis","2.0","2.0","4.0","4.0","","3.0","3.0","2.0","","","","","1.27","0.67","15","0","15"
"N9jOjZrqhQv","w3N4pmIbo8o","CSI Mankim","RMA2017_16. Nombre total de femmes en CPN ayant effectue un test de syphilis","","","","","","1.0","","","","","","","0","0","11","0","11"
"yV5XcYr80br","w3N4pmIbo8o","CSI Mbeng-Mbeng","RMA2017_16. Nombre total de femmes en CPN ayant effectue un test de syphilis","","","","","","","","","7.0","22","","","0.71","0.67","145","0","145"
"zNlw7VrVqRW","w3N4pmIbo8o","HD Yoko","RMA2017_16. Nombre total de femmes en CPN ayant effectue un test de syphilis","2.0","2.0","3.0","7.0","3.0","4.0","","","","","","","1.87","2.7","18","0","18"
"OziphTTnhOB","w3N4pmIbo8o","Infirmerie de la prison - Yoko","RMA2017_16. Nombre total de femmes en CPN ayant effectue un test de syphilis","","","","17","14","","2.0","","10","10","","13","1.75","3.2","69","0","69"
"wvzN1KcMmlY","dCvOzbrcet6","Centre de Sante Prive Protestant de Yoko","RMA2020_015. Nombre total de femmes en CPN ayant fait la mesure du taux d’hémoglobine","","5.0","5.0","5.0","5.0","","","","","","","","0","0","40","0","40"
"RSmXTchRJqY","dCvOzbrcet6","CMA de Ndjole","RMA2020_015. Nombre total de femmes en CPN ayant fait la mesure du taux d’hémoglobine","","","5.0","5.0","5.0","2.0","","1.0","1.0","1.0","6.0","4.0","1.29","1.01","12","0","12"
"uw6cm086opa","dCvOzbrcet6","CMA Ngambe Tikar","RMA2020_015. Nombre total de femmes en CPN ayant fait la mesure du taux d’hémoglobine","","","","","25","","12","","","","","","0.71","0.67","185","0","185"
"lhdY6WyuP7u","dCvOzbrcet6","CS Family Health Care Clinic","RMA2020_015. Nombre total de femmes en CPN ayant fait la mesure du taux d’hémoglobine","9.0","","6.0","9.0","9.0","4.0","6.0","11","","","","","1.53","1.69","45","0","45"
"nZc3rqI1Nji","dCvOzbrcet6","CS PRIVE LES PREMICES","RMA2020_015. Nombre total de femmes en CPN ayant fait la mesure du taux d’hémoglobine","3.0","","","","","","","3.0","","","","","0","0","30","0","30"
"shfmo34VyRC","dCvOzbrcet6","CSI DE MINFOUMBE","RMA2020_015. Nombre total de femmes en CPN ayant fait la mesure du taux d’hémoglobine","7.0","","","12","8.0","","18","2.0","23","11","4.0","","1.76","2.28","38","0","38"
"D0qDi21TvD6","dCvOzbrcet6","CSI Doume","RMA2020_015. Nombre total de femmes en CPN ayant fait la mesure du taux d’hémoglobine","","","","21","19","20","27","","20","24","","","1.69","4.38","123","6","129"
"sR6JNlTJ0to","dCvOzbrcet6","CSI Kong","RMA2020_015. Nombre total de femmes en CPN ayant fait la mesure du taux d’hémoglobine","12","10","2.0","10","1.0","3.0","2.0","","","","2.0","","1.48","6.41","10","26","36"
"S3j43hvIIYT","dCvOzbrcet6","CSI Linte","RMA2020_015. Nombre total de femmes en CPN ayant fait la mesure du taux d’hémoglobine","","","","","","8.0","8.0","","","","","","0","0","80","0","80"
"XPlWSsf0gSI","dCvOzbrcet6","CSI Mangai","RMA2020_015. Nombre total de femmes en CPN ayant fait la mesure du taux d’hémoglobine","2.0","14","13","7.0","7.0","3.0","4.0","7.0","2.0","","7.0","5.0","1.88","1.57","7","0","7"
"N9jOjZrqhQv","dCvOzbrcet6","CSI Mankim","RMA2020_015. Nombre total de femmes en CPN ayant fait la mesure du taux d’hémoglobine","","","","9.0","7.0","7.0","8.0","8.0","4.0","3.0","4.0","4.0","1.34","1.35","21","0","21"
"zNlw7VrVqRW","dCvOzbrcet6","HD Yoko","RMA2020_015. Nombre total de femmes en CPN ayant fait la mesure du taux d’hémoglobine","11","11","8.0","6.0","5.0","9.0","6.0","12","12","","","","1.41","0.9","27","0","27"
"OziphTTnhOB","dCvOzbrcet6","Infirmerie de la prison - Yoko","RMA2020_015. Nombre total de femmes en CPN ayant fait la mesure du taux d’hémoglobine","","","","","","","9.0","","","","","","0","0","99","0","99"
"wvzN1KcMmlY","FTipcRxG5Q9","Centre de Sante Prive Protestant de Yoko","RMA2017_19. Nombre  de femmes enceintes depistees a lhepatite B  au cours du mois","","","5.0","","","","","","","","","","0","0","55","0","55"
"RSmXTchRJqY","FTipcRxG5Q9","CMA de Ndjole","RMA2017_19. Nombre  de femmes enceintes depistees a lhepatite B  au cours du mois","","","","5.0","5.0","","","1.0","","","","","1.15","0","45","0","45"
"lhdY6WyuP7u","FTipcRxG5Q9","CS Family Health Care Clinic","RMA2017_19. Nombre  de femmes enceintes depistees a lhepatite B  au cours du mois","9.0","","6.0","9.0","9.0","","","","","","","","1.5","0","72","0","72"
"shfmo34VyRC","FTipcRxG5Q9","CSI DE MINFOUMBE","RMA2017_19. Nombre  de femmes enceintes depistees a lhepatite B  au cours du mois","7.0","","","","8.0","","18","24","","12","","","1.43","1.62","84","0","84"
"sR6JNlTJ0to","FTipcRxG5Q9","CSI Kong","RMA2017_19. Nombre  de femmes enceintes depistees a lhepatite B  au cours du mois","4.0","3.0","","","","2.0","1.0","","","","1.0","1.0","1.58","3.37","9","0","9"
"XPlWSsf0gSI","FTipcRxG5Q9","CSI Mangai","RMA2017_19. Nombre  de femmes enceintes depistees a lhepatite B  au cours du mois","1.0","4.0","","","","","","","","","","","0.71","0.67","25","0","25"
"yV5XcYr80br","FTipcRxG5Q9","CSI Mbeng-Mbeng","RMA2017_19. Nombre  de femmes enceintes depistees a lhepatite B  au cours du mois","","","","","","","","","11","10","","","0.71","0.67","105","0","105"
"zNlw7VrVqRW","FTipcRxG5Q9","HD Yoko","RMA2017_19. Nombre  de femmes enceintes depistees a lhepatite B  au cours du mois","3.0","4.0","4.0","5.0","5.0","8.0","4.0","4.0","3.0","","","","2.36","2.7","12","4","16"
"OziphTTnhOB","FTipcRxG5Q9","Infirmerie de la prison - Yoko","RMA2017_19. Nombre  de femmes enceintes depistees a lhepatite B  au cours du mois","","","","21","17","","2.0","","14","14","","17","1.87","6.07","93","15","108"
"XPlWSsf0gSI","xagecchldD4","CSI Mangai","Ptme_04.FEC ayant effectue leur premier test VIH en CPN et depistees positives au cours du mois","","","","","","","1.0","","","","","","0","0","11","0","11"
"N9jOjZrqhQv","xagecchldD4","CSI Mankim","Ptme_04.FEC ayant effectue leur premier test VIH en CPN et depistees positives au cours du mois","","2.0","","","","","","","","","","","0","0","22","0","22"
"RSmXTchRJqY","zYgx8uwPWgI","CMA de Ndjole","Ptme_05.FEC deja connues VIH+ au moment de leur premier contact en CPN","","","","","","","","","","","1.0","","0","0","11","0","11"
"uw6cm086opa","zYgx8uwPWgI","CMA Ngambe Tikar","Ptme_05.FEC deja connues VIH+ au moment de leur premier contact en CPN","9.0","","","","","","","","","1.0","","","0.71","0.67","50","0","50"
"nZc3rqI1Nji","zYgx8uwPWgI","CS PRIVE LES PREMICES","Ptme_05.FEC deja connues VIH+ au moment de leur premier contact en CPN","1.0","","","","","","","","","","","","0","0","11","0","11"
"shfmo34VyRC","zYgx8uwPWgI","CSI DE MINFOUMBE","Ptme_05.FEC deja connues VIH+ au moment de leur premier contact en CPN","7.0","","","","","","","","","","","","0","0","77","0","77"
"D0qDi21TvD6","zYgx8uwPWgI","CSI Doume","Ptme_05.FEC deja connues VIH+ au moment de leur premier contact en CPN","2.0","","","","","","","","","","","","0","0","22","0","22"
"RSmXTchRJqY","rT7P2FaYPDe","CMA de Ndjole","Ptme_11.FEC VIH+ deja sous TAR au moment de la CPN1","","","","","","","","","","","1.0","","0","0","11","0","11"
"uw6cm086opa","rT7P2FaYPDe","CMA Ngambe Tikar","Ptme_11.FEC VIH+ deja sous TAR au moment de la CPN1","9.0","","","","","","","","","1.0","","","0.71","0.67","50","0","50"
"nZc3rqI1Nji","rT7P2FaYPDe","CS PRIVE LES PREMICES","Ptme_11.FEC VIH+ deja sous TAR au moment de la CPN1","1.0","","","","","","","","","","","","0","0","11","0","11"
"shfmo34VyRC","rT7P2FaYPDe","CSI DE MINFOUMBE","Ptme_11.FEC VIH+ deja sous TAR au moment de la CPN1","7.0","","","","","","","","","","","","0","0","77","0","77"
"D0qDi21TvD6","rT7P2FaYPDe","CSI Doume","Ptme_11.FEC VIH+ deja sous TAR au moment de la CPN1","2.0","","","","","","","","","","","","0","0","22","0","22"
"RSmXTchRJqY","ZAe1Hcz6Pq0","CMA de Ndjole","Ptme_12.FEC VIH+ chez qui les signes cliniques de la TB a ete recherchee","","","","","","","","","","","1.0","","0","0","11","0","11"
"uw6cm086opa","ZAe1Hcz6Pq0","CMA Ngambe Tikar","Ptme_12.FEC VIH+ chez qui les signes cliniques de la TB a ete recherchee","9.0","","","","","","","","","1.0","","","0.71","0.67","50","0","50"
